StartDateTime	CoolingDegree	Energy	Flow	TemperatureIn	TemperatureOut	Volume
03/08/2018 19.00	20.38	0,065277778	00.01	54.07.00	34.33.00	00.02
03/08/2018 18.00	21.37	0	00.01	53.72	32.35.00	00.02
03/08/2018 17.00	22.08	0	00.01	54.31.00	32.24.00	00.02
03/08/2018 16.00	0,938194444	0,059722222	00.01	54.01.00	32.11.00	00.02
03/08/2018 15.00	0,967361111	00.18	00.01	54.78	32.05.00	00.02
03/08/2018 14.00	23.22	0,065972222	00.01	55.29.00	32.08.00	00.01
03/08/2018 13.00	22.57	00.07	00.01	54.58.00	32.01.00	00.02
03/08/2018 12.00	22.58	0,056944444	00.01	54.75	32.16.00	00.02
03/08/2018 11.00	23	00.11	00.01	55.05.00	32.05.00	00.02
03/08/2018 10.00	0,970833333	00.06	00.01	54.67	31.89	00.02
03/08/2018 09.00	0,961805556	0,065277778	00.01	54.03.00	31.65	00.02
03/08/2018 08.00	0,960416667	00.03	00.01	53.99	31.36.00	00.02
03/08/2018 07.00	0,963888889	0,067361111	00.01	54.07.00	31.39.00	00.02
03/08/2018 06.00	22.07	0	00.01	54.58.00	31.88	00.02
03/08/2018 05.00	22.09	1	00.01	54.62	31.72	00.02
03/08/2018 04.00	0,960416667	00.03	00.01	54.27.00	31.63	00.02
03/08/2018 03.00	22.44	0,067361111	00.01	54.15.00	31.71	00.01
03/08/2018 02.00	22.53	00.01	00.01	54.07.00	32.17.00	00.02
03/08/2018 01.00	22.08	0,054861111	00.01	54.73	31.93	00.02
03/08/2018 00.00	0,922916667	00.02	00.01	54.55.00	32.87	00.02
02/08/2018 23.00	0,928472222	0,05625	00.01	53.82	32.04.00	00.02
02/08/2018 22.00	21.19	00.19	00.01	53.47.00	32.28.00	00.02
02/08/2018 21.00	21.06	0	00.01	53.28.00	32.22.00	00.02
02/08/2018 20.00	0,920833333	0,065277778	00.01	54.33.00	32.67	00.02
02/08/2018 19.00	29.23.00	01.03	00.15	59.52.00	30.29.00	00.04
02/08/2018 18.00	22.59	0,059027778	00.02	54.62	32.03.00	00.03
02/08/2018 17.00	22.57	00.23	00.01	54.57.00	32	00.03
02/08/2018 16.00	21.35	00.09	00.01	53.39.00	32.05.00	00.02
02/08/2018 15.00	0,978472222	00.06	00.01	55.09.00	32.02.00	00.02
02/08/2018 14.00	22.08	1	00.01	54.07.00	31.99	00.02
02/08/2018 13.00	21.48	00.01	00.01	54.26.00	32.77	00.02
02/08/2018 12.00	0,964583333	00.09	00.01	54.46.00	31.77	00.02
02/08/2018 11.00	22.57	00.01	00.01	54.31.00	31.74	00.02
02/08/2018 10.00	0,961111111	00.09	00.01	54.52.00	31.88	00.02
02/08/2018 09.00	0,973611111	0	00.01	54.51.00	31.69	00.02
02/08/2018 08.00	22.58	0,054166667	00.01	54.26.00	31.67	00.03
02/08/2018 07.00	22.17	00.22	00.01	54	31.83	00.02
02/08/2018 06.00	22.52	0,058333333	00.01	54.31.00	31.79	00.02
02/08/2018 05.00	22.25	00.16	00.01	54.13.00	31.88	00.02
02/08/2018 04.00	22.35	00.03	00.01	54.31.00	31.96	00.02
02/08/2018 03.00	22.08	0,067361111	00.01	54.02.00	31.94	00.01
02/08/2018 02.00	23.05	0	00.01	54.97	31.92	00.02
02/08/2018 01.00	23.41	0,064583333	00.01	55.18.00	31.77	00.01
02/08/2018 00.00	24.51.00	0,06875	00.01	55.99	31.48.00	00.03
01/08/2018 23.00	1,007638889	00.08	00.01	55.01.00	31.39.00	00.02
01/08/2018 22.00	22.01	0,052777778	00.01	54.23.00	32.13.00	00.02
01/08/2018 21.00	23.57	00.29	00.01	55.79	32.22.00	00.02
01/08/2018 20.00	28.03.00	0,065972222	00.06	60.02.00	32.17.00	00.04
01/08/2018 19.00	22.16	0	00.01	54.36.00	32.02.00	00.01
01/08/2018 18.00	0,931944444	0,059027778	00.01	54	32.18.00	00.01
01/08/2018 17.00	0,852083333	00.15	00.01	52.36.00	32.49.00	00.02
01/08/2018 16.00	0,845833333	0	00.01	52.11.00	32.33.00	00.02
01/08/2018 15.00	20	1	00.01	52.18.00	32.18.00	00.02
01/08/2018 14.00	0,860416667	0	00.01	54.02.00	34.03.00	00.02
01/08/2018 13.00	22.41	1	00.01	54.69	32.28.00	00.01
01/08/2018 12.00	26.22.00	0	00.01	58.41.00	32.18.00	00.03
01/08/2018 11.00	0,978472222	1	00.01	55.01.00	32.22.00	00.02
01/08/2018 10.00	22.09	00.07	00.01	54.02.00	31.94	00.02
01/08/2018 09.00	24.05.00	0,067361111	00.01	56.01.00	31.59.00	00.02
01/08/2018 08.00	28.97	0,05625	00.07	58.84	29.87	00.03
01/08/2018 07.00	23.48	0,060416667	00.02	54.95	31.47.00	00.02
01/08/2018 06.00	22.18	00.28	00.01	53.96	31.78	00.02
01/08/2018 05.00	22.31	00.07	00.01	54.18.00	31.88	00.02
01/08/2018 04.00	22.45	0,064583333	00.01	54.47.00	32.02.00	00.02
01/08/2018 03.00	22.13	0	00.01	54.16.00	32.02.00	00.02
01/08/2018 02.00	0,93125	1	00.01	53.86	32.05.00	00.01
01/08/2018 01.00	0,939583333	00.05	00.01	54.08.00	32.16.00	00.02
01/08/2018 00.00	0,984027778	0,065972222	00.01	55.27.00	32.03.00	00.03
31/07/2018 23.00	21.32	00.05	00.01	53.69	32.37.00	00.01
31/07/2018 22.00	22.02	0,065972222	00.01	54.67	32.47.00	00.02
31/07/2018 21.00	21.22	0	00.01	53.93	32.71	00.02
31/07/2018 20.00	18.08	00.06	00.03	54.27.00	35.47.00	00.02
31/07/2018 19.00	21.02	0,065277778	00.01	54.17.00	32.97	00.01
31/07/2018 18.00	0,891666667	0	00.01	53.68	32.84	00.02
31/07/2018 17.00	0,921527778	1	00.01	54.43.00	32.76	00.02
31/07/2018 16.00	21.04	00.06	00.01	53.81	32.77	00.02
31/07/2018 15.00	24.12.00	0,063888889	00.01	56.81	32.68	00.03
31/07/2018 14.00	0,983333333	00.02	00.01	55.55.00	32.59.00	00.02
31/07/2018 13.00	21.13	1	00.01	53.75	32.62	00.02
31/07/2018 12.00	19.05	00.06	00.01	54.06.00	35.01.00	00.02
31/07/2018 11.00	22.06	0,061111111	00.01	54.59.00	32.53.00	00.02
31/07/2018 10.00	21.47	00.06	00.01	53.88	32.41.00	00.02
31/07/2018 09.00	21.54	0	00.01	53.86	32.32.00	00.01
31/07/2018 08.00	0,940277778	1	00.01	54.17.00	32.23.00	00.01
31/07/2018 07.00	22.05	0	00.01	54.38.00	32.34.00	00.02
31/07/2018 06.00	21.09	00.05	00.01	54.17.00	32.26.00	00.02
31/07/2018 05.00	21.07	0,065972222	00.01	54.52.00	32.82	00.02
31/07/2018 04.00	22.13	00.11	00.01	54.41.00	32.29.00	00.01
31/07/2018 03.00	22.02	0,061805556	00.01	54.54.00	32.52.00	00.02
31/07/2018 02.00	22.41	00.05	00.01	54.63	32.23.00	00.02
31/07/2018 01.00	0,921527778	0,065972222	00.01	54.74	33.07.00	00.02
31/07/2018 00.00	0,93125	0	00.01	54.02.00	32.21.00	00.01
30/07/2018 23.00	0,936805556	0	00.01	54.23.00	32.34.00	00.02
30/07/2018 22.00	0,959722222	0,059722222	00.01	55.67	33.04.00	00.02
30/07/2018 21.00	22.04	00.14	00.01	54.04.00	32.36.00	00.02
30/07/2018 20.00	21.58	0,068055556	00.01	53.84	32.26.00	00.02
30/07/2018 19.00	0,922916667	00.02	00.01	53.89	32.02.00	00.01
30/07/2018 18.00	0,93125	0	00.01	54.02.00	32.21.00	00.02
30/07/2018 17.00	18.02	1	00.01	54.64	36.44.00	00.02
30/07/2018 16.00	22.28	0	00.01	54.19.00	31.91	00.02
30/07/2018 15.00	22.36	0,054166667	00.01	54.19.00	31.83	00.02
30/07/2018 14.00	22.29	00.22	00.01	54.07.00	31.78	00.01
30/07/2018 13.00	0,963194444	0,053472222	00.01	54.45.00	31.78	00.02
30/07/2018 12.00	0,968055556	00.23	00.01	54.76	32.02.00	00.02
30/07/2018 11.00	23	0	00.01	54.83	31.83	00.02
30/07/2018 10.00	0,98125	0,061805556	00.01	54.63	31.07.00	00.01
30/07/2018 09.00	0,895138889	00.15	00.01	54.95	34.06.00	00.02
30/07/2018 08.00	22.59	0,05625	00.01	54.32.00	31.73	00.02
30/07/2018 07.00	0,963888889	00.02	00.01	54.41.00	31.74	00.02
30/07/2018 06.00	0,977083333	0,065972222	00.01	54.67	31.08.00	00.01
30/07/2018 05.00	0,975694444	0	00.01	54.96	32.01.00	00.02
30/07/2018 04.00	0,969444444	00.05	00.01	54.61	31.85	00.02
30/07/2018 03.00	22.56	0,065972222	00.01	54.43.00	31.87	00.02
30/07/2018 02.00	0,941666667	00.05	00.01	54.13.00	32.17.00	00.01
30/07/2018 01.00	0,918055556	0,050694444	00.01	53.65	32.03.00	00.02
30/07/2018 00.00	0,927083333	00.22	00.01	53.93	32.18.00	00.02
29/07/2018 23.00	25.02.00	2	00.01	57.36.00	32.34.00	00.06
29/07/2018 22.00	24.35.00	01.03	00.01	56.67	32.32.00	00.04
29/07/2018 21.00	25.72	0,063194444	00.01	58.05.00	32.32.00	00.03
29/07/2018 20.00	1,008333333	00.09	00.01	56.14.00	32.41.00	00.02
29/07/2018 19.00	21.23	0,067361111	00.01	53.71	32.48.00	00.02
29/07/2018 18.00	20.42	0	00.01	53.19.00	32.76	00.02
29/07/2018 17.00	20.25	1	00.01	52.91	32.66	00.01
29/07/2018 16.00	20.35	0	00.01	52.94	32.59.00	00.02
29/07/2018 15.00	0,8875	0	00.01	53.63	32.85	00.02
29/07/2018 14.00	21.29	1	00.01	54.38.00	33.09.00	00.01
29/07/2018 13.00	0,959722222	00.02	00.01	55.09.00	32.47.00	00.02
29/07/2018 12.00	21.58	0,047916667	00.01	53.96	32.38.00	00.02
29/07/2018 11.00	21.13	00.29	00.01	53.45.00	32.32.00	00.02
29/07/2018 10.00	0,894444444	0	00.01	53.17.00	32.03.00	00.02
29/07/2018 09.00	0,898611111	1	00.01	53.19.00	32.25.00	00.01
29/07/2018 08.00	21.23	0	00.01	53.56.00	32.33.00	00.02
29/07/2018 07.00	0,9	0	00.01	53.62	32.65	00.02
29/07/2018 06.00	21.08	1	00.01	53.48.00	32.41.00	00.01
29/07/2018 05.00	0,880555556	0	00.01	53.12.00	32.44.00	00.02
29/07/2018 04.00	20.45	00.03	00.01	53.22.00	32.77	00.01
29/07/2018 03.00	0,763194444	0,059722222	00.01	53.79	36	00.02
29/07/2018 02.00	22.09	01.11	00.01	56	33.01.00	00.03
29/07/2018 01.00	20.04	0	00.01	53.33.00	32.93	00.02
29/07/2018 00.00	23.37	0,060416667	00.01	56.33.00	32.96	00.03
28/07/2018 23.00	24.71	01.23	00.01	57.68	32.97	00.05
28/07/2018 22.00	0,810416667	00.08	00.01	52.03.00	33.43.00	00.02
28/07/2018 21.00	0,75625	00.11	00.01	52.68	34.99	00.02
28/07/2018 20.00	11.22	0	00.08	53.01.00	41.88	00.02
28/07/2018 19.00	0,709027778	1	00.02	52.53.00	35.92	00.01
28/07/2018 18.00	18.44	0	00.01	52.14.00	33.07.00	00.02
28/07/2018 17.00	18.02	0	00.01	51.68	33.66	00.02
28/07/2018 16.00	18.03	0,054166667	00.01	51.96	33.66	00.01
28/07/2018 15.00	18.46	00.22	00.01	52.04.00	33.94	00.01
28/07/2018 14.00	19.36	0	00.01	52.05.00	33.14.00	00.02
28/07/2018 13.00	19.04	0	00.01	52.54.00	33.13.00	00.02
28/07/2018 12.00	0,809027778	1	00.01	52.66	33.08.00	00.01
28/07/2018 11.00	0,85625	00.13	00.01	52.98	33.05.00	00.02
28/07/2018 10.00	23.21	01.33	00.01	56.39.00	33.18.00	00.03
28/07/2018 09.00	21.05	00.53	00.01	53.99	32.94	00.03
28/07/2018 08.00	20.35	0	00.01	53.25.00	32.09.00	00.01
28/07/2018 07.00	19.24	00.02	00.01	53.79	34.55.00	00.02
28/07/2018 06.00	20.47	0,068055556	00.01	53.46.00	32.99	00.02
28/07/2018 05.00	20.58	0	00.01	53.62	33.05.00	00.01
28/07/2018 04.00	0,845138889	00.02	00.01	53.26.00	33.49.00	00.02
28/07/2018 03.00	19.54	0,068055556	00.01	52.64	33.01.00	00.01
28/07/2018 02.00	18.09	00.05	00.01	52.57.00	33.67	00.02
28/07/2018 01.00	0,7125	0,047222222	00.01	53.09.00	36.43.00	00.03
28/07/2018 00.00	0,803472222	00.27	00.01	53.23.00	34.47.00	00.02
27/07/2018 23.00	0,760416667	0	00.02	52.09.00	35.16.00	00.01
27/07/2018 22.00	17.35	1	00.01	51.69	34.34.00	00.02
27/07/2018 21.00	15.02	0	00.01	52.63	37.43.00	00.02
27/07/2018 20.00	17.53	0	00.01	53.54.00	36.01.00	00.02
27/07/2018 19.00	13.48	0,065972222	00.03	52.65	39.17.00	00.02
27/07/2018 18.00	0,722916667	00.05	00.01	52.14.00	35.32.00	00.02
27/07/2018 17.00	0,769444444	0	00.01	52.26.00	34.38.00	00.01
27/07/2018 16.00	12.14	1	00.05	52.83	40.69	00.02
27/07/2018 15.00	17	0	00.01	52.56.00	35.56.00	00.02
27/07/2018 14.00	0,793055556	0	00.01	52.62	34.01.00	00.01
27/07/2018 13.00	19.03	00.05	00.01	53.54.00	34.24.00	00.02
27/07/2018 12.00	0,842361111	00.08	00.01	53.61	33.88	00.02
27/07/2018 11.00	20.19	00.15	00.01	53.63	33.43.00	00.01
27/07/2018 10.00	20.01	0,067361111	00.01	53.58.00	33.58.00	00.02
27/07/2018 09.00	0,890972222	00.03	00.01	53.71	32.88	00.02
27/07/2018 08.00	21.54	0	00.01	54.09.00	32.55.00	00.01
27/07/2018 07.00	0,933333333	1	00.01	54.24.00	32.04.00	00.02
27/07/2018 06.00	22.02	00.04	00.01	54.21.00	32.19.00	00.01
27/07/2018 05.00	0,925694444	0,059027778	00.01	53.87	32.14.00	00.03
27/07/2018 04.00	21.22	00.11	00.01	53.54.00	32.33.00	00.01
27/07/2018 03.00	20.05	0	00.01	53.77	33.26.00	00.02
27/07/2018 02.00	0,886805556	0,068055556	00.01	53.15.00	32.38.00	00.01
27/07/2018 01.00	16.58	00.02	00.01	53.93	37.35.00	00.02
27/07/2018 00.00	20.13	00.01	00.01	52.06.00	32.47.00	00.01
26/07/2018 23.00	20.01	0,046527778	00.01	52.97	32.87	00.02
26/07/2018 22.00	14.24	00.31	00.05	52.96	38.71	00.01
26/07/2018 21.00	15.05	0	00.04	52.53.00	37.03.00	00.02
26/07/2018 20.00	0,797222222	0	0	51.05.00	32.82	00.01
26/07/2018 19.00	20.28	1	0	53.02.00	32.74	00.02
26/07/2018 18.00	19.41	0	0	52.06.00	32.65	00.02
26/07/2018 17.00	18.28	0	0	50.93	32.65	00.01
26/07/2018 16.00	9	0	0	49.46.00	40.47.00	00.01
26/07/2018 15.00	0,270138889	0	0	49.63	43.75	00.01
26/07/2018 14.00	06.02	0	0	49.02.00	42.99	00.01
26/07/2018 13.00	07.34	0	0	47.93	40.59.00	00.01
26/07/2018 12.00	07.02	0,061805556	0	47.78	40.57.00	00.01
26/07/2018 11.00	08.31	00.11	0	51.94	43.63	00.01
26/07/2018 10.00	17.21	0	00.01	53.79	36.58.00	00.02
26/07/2018 09.00	13.54	0	00.08	54.41.00	40.87	00.01
26/07/2018 08.00	0,849305556	0,047222222	00.01	54	34.17.00	00.01
26/07/2018 07.00	20.34	00.38	00.01	54.08.00	33.74	00.02
26/07/2018 06.00	20.35	0,065277778	00.01	54.03.00	33.69	00.02
26/07/2018 05.00	20.46	0	00.01	54.25.00	33.79	00.02
26/07/2018 04.00	19.43	00.05	00.02	54.16.00	34.72	00.01
26/07/2018 03.00	20.31	0,065972222	00.01	54.15.00	33.84	00.02
26/07/2018 02.00	20	0	00.01	54.24.00	34.24.00	00.02
26/07/2018 01.00	18.16	0	00.02	54.27.00	36.11.00	00.02
26/07/2018 00.00	20.15	0,058333333	00.01	54.04.00	33.89	00.02
25/07/2018 23.00	0,729861111	00.16	00.02	54.06.00	37.69	00.01
25/07/2018 22.00	19.17	00.05	00.01	53.97	34.08.00	00.02
25/07/2018 21.00	0,799305556	0,063888889	00.01	54.17.00	35.46.00	00.02
25/07/2018 20.00	20.05	00.03	00.01	53.77	33.73	00.01
25/07/2018 19.00	20.08	1	00.01	53.76	33.68	00.02
25/07/2018 18.00	20.53	0	00.01	54.02.00	33.67	00.02
25/07/2018 17.00	20.22	00.02	00.01	53.81	33.59.00	00.02
25/07/2018 16.00	0,840972222	0,063888889	00.01	53.04.00	33.69	00.01
25/07/2018 15.00	20.34	00.06	00.01	53.83	33.49.00	00.02
25/07/2018 14.00	0,764583333	00.08	00.01	53.66	35.86	00.02
25/07/2018 13.00	0,839583333	0,056944444	00.01	53.29.00	33.61	00.02
25/07/2018 12.00	20.16	00.01	00.01	53.34.00	33.17.00	00.01
25/07/2018 11.00	20.52	0,063888889	00.01	53.49.00	32.96	00.02
25/07/2018 10.00	21.48	00.08	00.01	54.26.00	32.78	00.02
25/07/2018 09.00	0,941666667	0,045833333	00.01	54.48.00	32.53.00	00.02
25/07/2018 08.00	22.18	00.34	00.01	54.73	32.54.00	00.02
25/07/2018 07.00	20.15	0	00.01	54.34.00	34.02.00	00.02
25/07/2018 06.00	20.07	1	00.01	54.15.00	34.08.00	00.01
25/07/2018 05.00	21.29	0	00.01	53.71	32.42.00	00.02
25/07/2018 04.00	0,932638889	1	00.01	54.24.00	32.41.00	00.02
25/07/2018 03.00	0,919444444	00.07	00.01	54.07.00	32.43.00	00.02
25/07/2018 02.00	0,936805556	0,068055556	00.01	54.49.00	32.61	00.02
25/07/2018 01.00	1,009722222	0,059027778	00.01	56.03.00	32.56.00	00.03
25/07/2018 00.00	0,94375	00.11	00.01	54.46.00	32.47.00	00.02
24/07/2018 23.00	22.38	0	00.01	54.84	32.46.00	00.02
24/07/2018 22.00	1,019444444	0,059722222	00.01	56.47.00	32.59.00	00.03
24/07/2018 21.00	21.49	1	00.01	54.04.00	32.55.00	00.02
24/07/2018 20.00	14.56	00.14	00.06	54.31.00	39.76	00.02
24/07/2018 19.00	20.31	0	00.02	53.99	33.68	00.02
24/07/2018 18.00	0,927777778	01.02	00.01	54.01.00	32.34.00	00.01
24/07/2018 17.00	23.53	0,049305556	00.01	55.54.00	32.02.00	00.03
24/07/2018 16.00	0,975694444	00.26	00.01	54.78	31.93	00.03
24/07/2018 15.00	24.65	01.43	00.01	56.56.00	31.91	00.04
24/07/2018 14.00	25.34.00	01.46	00.01	57.22.00	31.89	00.05
24/07/2018 13.00	23.04	0,057638889	00.01	54.89	31.85	00.02
24/07/2018 12.00	23.15	0,058333333	00.01	55.66	32.51.00	00.02
24/07/2018 11.00	25.29.00	00.49	00.01	57.98	32.69	00.03
24/07/2018 10.00	23.01	0,060416667	00.01	55.21.00	32.11.00	00.02
24/07/2018 09.00	23.17	00.07	00.01	55.12.00	31.94	00.02
24/07/2018 08.00	23.12	0,05625	00.01	54.97	31.85	00.02
24/07/2018 07.00	18.08	00.22	00.03	55.12.00	37.04.00	00.02
24/07/2018 06.00	22.58	0,065972222	00.01	54.61	32.03.00	00.02
24/07/2018 05.00	22.31	00.02	00.01	54.46.00	32.15.00	00.02
24/07/2018 04.00	22.06	00.08	00.01	54.37.00	32.31.00	00.02
24/07/2018 03.00	22.08	00.02	00.01	54.57.00	32.48.00	00.01
24/07/2018 02.00	22.51	00.04	00.01	54.75	32.24.00	00.02
24/07/2018 01.00	1,004861111	0,045833333	00.01	55.85	32.18.00	00.02
24/07/2018 00.00	0,98125	00.03	00.01	55.14.00	32.22.00	00.02
23/07/2018 23.00	22.41	0,054166667	00.01	54.67	32.26.00	00.02
23/07/2018 22.00	0,804166667	00.22	00.02	53.33.00	34.55.00	00.02
23/07/2018 21.00	19.07	1	00.01	52.09.00	33.02.00	00.02
23/07/2018 20.00	0,879166667	0	00.01	53.15.00	32.49.00	00.02
23/07/2018 19.00	20.31	0,056944444	00.01	53.44.00	33.13.00	00.02
23/07/2018 18.00	0,940972222	00.18	00.01	54.36.00	32.41.00	00.02
23/07/2018 17.00	21.07	0,046527778	00.01	54.01.00	32.93	00.02
23/07/2018 16.00	21.42	00.33	00.01	53.93	32.51.00	00.02
23/07/2018 15.00	22.13	00.09	00.01	54.27.00	32.14.00	00.01
23/07/2018 14.00	0,963888889	0,063194444	00.01	54.64	31.96	00.02
23/07/2018 13.00	0,979861111	00.22	00.01	54.98	32.07.00	00.03
23/07/2018 12.00	25.85	0,1	00.01	57.98	32.12.00	00.05
23/07/2018 11.00	24.95	0,06875	00.01	56.93	31.97	00.04
23/07/2018 10.00	23.04	0,063888889	00.01	54.89	31.85	00.03
23/07/2018 09.00	0,980555556	00.02	00.01	54.75	31.83	00.02
23/07/2018 08.00	23.06	0,065972222	00.01	54.82	31.77	00.02
23/07/2018 07.00	23.15	00.01	00.01	54.93	31.79	00.01
23/07/2018 06.00	0,836111111	0,063888889	00.01	55.38.00	35.74	00.02
23/07/2018 05.00	0,974305556	00.03	00.01	55.03.00	32.02.00	00.02
23/07/2018 04.00	0,96875	1	00.01	54.66	31.91	00.02
23/07/2018 03.00	0,972916667	00.05	00.01	54.83	32.02.00	00.02
23/07/2018 02.00	1,022916667	01.02	00.01	55.97	32.05.00	00.02
23/07/2018 01.00	24.93	01.01	00.02	56.08.00	31.87	00.03
23/07/2018 00.00	31.04.00	0,057638889	00.19	61.66	30.26.00	00.05
22/07/2018 23.00	25.81	00.09	00.03	57.69	31.88	00.02
22/07/2018 22.00	25.85	01.29	00.01	58.05.00	32.02.00	00.03
22/07/2018 21.00	30.22.00	01.09	00.07	61.74	31.52.00	00.06
22/07/2018 20.00	25.03.00	0	00.01	56.97	31.94	00.02
22/07/2018 19.00	24.85	0,046527778	00.01	56.07.00	31.85	00.02
22/07/2018 18.00	24.05.00	01.33	00.01	55.78	31.74	00.03
22/07/2018 17.00	21.07	00.05	00.02	54.12.00	33.05.00	00.02
22/07/2018 16.00	0,963888889	0,056944444	00.01	54.04.00	31.71	00.02
22/07/2018 15.00	23.36	00.15	00.01	55.25.00	31.89	00.01
22/07/2018 14.00	26.01.00	0,065277778	00.01	57.49.00	31.48.00	00.03
22/07/2018 13.00	27.19.00	02.03	00.01	59.06.00	31.87	00.05
22/07/2018 12.00	23.44	0	00.01	55.61	32.17.00	00.03
22/07/2018 11.00	24.45.00	0,054166667	00.01	56.54.00	32.09.00	00.02
22/07/2018 10.00	26.12.00	01.25	00.01	57.09.00	31.78	00.03
22/07/2018 09.00	1,014583333	0,061111111	00.01	55.24.00	31.43.00	00.02
22/07/2018 08.00	24.82	00.09	00.01	55.94	31.12.00	00.02
22/07/2018 07.00	24.73	1	00.01	55.77	31.04.00	00.03
22/07/2018 06.00	24.42.00	00.04	00.01	55.49.00	31.07.00	00.02
22/07/2018 05.00	0,982638889	0,060416667	00.01	55.04.00	32.45.00	00.02
22/07/2018 04.00	23.14	00.09	00.01	54.53.00	31.39.00	00.02
22/07/2018 03.00	23.48	1	00.01	54.91	31.44.00	00.02
22/07/2018 02.00	22.44	00.07	00.01	54.13.00	31.69	00.02
22/07/2018 01.00	0,902083333	0,064583333	00.01	54.54.00	33.55.00	00.02
22/07/2018 00.00	0,960416667	00.03	00.01	54.47.00	31.83	00.02
21/07/2018 23.00	22.55	0,067361111	00.01	54.27.00	31.73	00.02
21/07/2018 22.00	22.41	0	00.01	54.09.00	31.68	00.02
21/07/2018 21.00	24.48.00	01.06	00.01	56.11.00	31.62	00.04
21/07/2018 20.00	22.59	0,057638889	00.01	54.13.00	31.54.00	00.02
21/07/2018 19.00	23.09	00.16	00.01	54.06.00	31.05.00	00.02
21/07/2018 18.00	23.31	0,047916667	00.01	55.11.00	31.08.00	00.02
21/07/2018 17.00	0,985416667	00.33	00.01	54.52.00	31.53.00	00.02
21/07/2018 16.00	22.34	0,065277778	00.01	53.76	31.42.00	00.02
21/07/2018 15.00	23.45	00.02	00.01	55.13.00	31.68	00.03
21/07/2018 14.00	23.33	0,065277778	00.01	54.91	31.58.00	00.02
21/07/2018 13.00	22.43	0,060416667	00.01	54.96	32.53.00	00.03
21/07/2018 12.00	24.36.00	01.19	00.22	58.01.00	33.74	00.05
21/07/2018 11.00	25.06.00	0,065972222	00.01	56.95	31.89	00.03
21/07/2018 10.00	24.38.00	0,067361111	00.01	55.93	31.55.00	00.03
21/07/2018 09.00	19.58	00.09	00.04	55.22.00	35.64	00.02
21/07/2018 08.00	23.14	0,059027778	00.01	54.74	31.06.00	00.02
21/07/2018 07.00	23.47	00.21	00.01	54.99	31.52.00	00.02
21/07/2018 06.00	23.34	0,063888889	00.01	54.85	31.51.00	00.02
21/07/2018 05.00	23.46	00.03	00.01	54.93	31.47.00	00.02
21/07/2018 04.00	23.38	0,065277778	00.01	54.84	31.46.00	00.02
21/07/2018 03.00	23.15	00.06	00.01	54.68	31.53.00	00.02
21/07/2018 02.00	22.08	0,067361111	00.01	54.51.00	31.71	00.02
21/07/2018 01.00	22.45	0	00.01	54.13.00	31.68	00.02
21/07/2018 00.00	21.31	0,047916667	00.02	53.96	32.65	00.02
20/07/2018 23.00	19.53	00.37	00.01	54.47.00	34.95	00.02
20/07/2018 22.00	22.31	0,059722222	00.01	53.99	31.68	00.02
20/07/2018 21.00	22.38	00.15	00.01	54.26.00	31.88	00.01
20/07/2018 20.00	25.02.00	0,063194444	00.01	56.75	31.55.00	00.03
20/07/2018 19.00	26.95	0,065277778	00.01	58.27.00	31.32.00	00.04
20/07/2018 18.00	24.18.00	00.16	00.01	55.68	31.05.00	00.02
20/07/2018 17.00	25.38.00	0,102777778	00.01	56.08.00	31.42.00	00.04
20/07/2018 16.00	23.41	00.06	00.01	54.69	31.28.00	00.02
20/07/2018 15.00	23.41	1	00.01	54.93	31.52.00	00.03
20/07/2018 14.00	23.59	0	00.01	54.96	31.37.00	00.02
20/07/2018 13.00	23.04	1	00.01	54.52.00	31.47.00	00.02
20/07/2018 12.00	23.01	0	00.01	54.65	31.55.00	00.02
20/07/2018 11.00	24.08.00	0,068055556	00.01	55.79	31.71	00.02
20/07/2018 10.00	23.58	0,065277778	00.01	55.09.00	31.51.00	00.03
20/07/2018 09.00	23.59	00.08	00.01	54.09.00	31.32.00	00.02
20/07/2018 08.00	1,009027778	0,058333333	00.01	54.85	31.12.00	00.02
20/07/2018 07.00	24.05.00	00.18	00.01	55.12.00	31.06.00	00.02
20/07/2018 06.00	23.15	0,065972222	00.01	55.15.00	32	00.02
20/07/2018 05.00	1,008333333	00.07	00.01	55.02.00	31.03.00	00.02
20/07/2018 04.00	22.13	0,067361111	00.01	55.22.00	33.09.00	00.02
20/07/2018 03.00	0,976388889	00.02	00.01	54.69	31.82	00.02
20/07/2018 02.00	17.14	0,068055556	00.08	54.67	37.53.00	00.02
20/07/2018 01.00	23.04	00.05	00.01	54.61	31.57.00	00.02
20/07/2018 00.00	0,963194444	0,065972222	00.01	54.66	31.98	00.02
19/07/2018 23.00	0,940972222	0	00.01	53.81	31.86	00.02
19/07/2018 22.00	21.07	0,068055556	00.01	53.61	31.92	00.02
19/07/2018 21.00	0,81875	00.02	00.01	54.21.00	35.22.00	00.01
19/07/2018 20.00	0,93125	00.07	00.01	53.98	32.17.00	00.02
19/07/2018 19.00	0,935416667	0,057638889	00.01	53.68	31.81	00.02
19/07/2018 18.00	22	00.08	00.01	53.74	31.75	00.02
19/07/2018 17.00	22.07	00.29	00.01	53.08.00	31.73	00.02
19/07/2018 16.00	0,817361111	00.02	00.03	53.87	34.09.00	00.02
19/07/2018 15.00	22.14	0,068055556	00.01	53.91	31.77	00.02
19/07/2018 14.00	23.09	0	00.01	55	31.91	00.02
